subpop,source_infection_stage,source_vaccination_stage,source_variant_type,source_age_strata,destination_infection_stage,destination_vaccination_stage,destination_variant_type,destination_age_strata,no_perturb,date,population,amount
32000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-12,2972382,59
33000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-12,1348124,27
34000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-12,8878503,178
35000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-12,2092454,42
36000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-12,19572319,391
37000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-12,10264876,205
38000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-12,756717,15
39000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-12,11655397,233
40000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-12,3932870,79
41000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-12,4129803,83
42000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-12,12791530,256
44000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-12,1057231,21
45000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-12,5020806,100
46000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-12,870638,17
47000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-12,6709356,134
48000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-12,28260856,565
49000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-12,3096848,62
50000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-12,624313,12
51000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-12,8454463,169
53000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-12,7404107,148
54000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-12,1817305,36
55000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-12,5790716,116
56000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-12,581024,12
01000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,4876250,98
02000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,737068,15
04000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,7050299,141
05000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,2999370,60
06000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,39283497,786
08000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,5610349,112
09000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,3575074,72
10000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,957248,19
11000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,692683,14
12000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,20901636,418
13000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,10403847,208
15000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,1422094,28
16000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,1717750,34
17000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,12770631,255
18000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,6665703,133
19000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,3139508,63
20000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,2910652,58
21000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,4449052,89
22000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,4664362,93
23000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,1335492,27
24000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,6018848,120
25000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,6850553,137
26000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,9965265,199
27000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,5563378,111
28000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,2984418,60
29000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,6104910,122
30000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,1050649,21
31000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,1914571,38
32000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,2972382,59
33000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,1348124,27
34000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,8878503,178
35000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,2092454,42
36000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,19572319,391
37000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,10264876,205
38000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,756717,15
39000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,11655397,233
40000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,3932870,79
41000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,4129803,83
42000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,12791530,256
44000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,1057231,21
45000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,5020806,100
46000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,870638,17
47000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,6709356,134
48000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,28260856,565
49000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,3096848,62
50000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,624313,12
51000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,8454463,169
53000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,7404107,148
54000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,1817305,36
55000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,5790716,116
56000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-13,581024,12
01000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,4876250,98
02000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,737068,15
04000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,7050299,141
05000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,2999370,60
06000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,39283497,786
08000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,5610349,112
09000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,3575074,72
10000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,957248,19
11000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,692683,14
12000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,20901636,418
13000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,10403847,208
15000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,1422094,28
16000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,1717750,34
17000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,12770631,255
18000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,6665703,133
19000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,3139508,63
20000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,2910652,58
21000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,4449052,89
22000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,4664362,93
23000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,1335492,27
24000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,6018848,120
25000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,6850553,137
26000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,9965265,199
27000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,5563378,111
28000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,2984418,60
29000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,6104910,122
30000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,1050649,21
31000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,1914571,38
32000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,2972382,59
33000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,1348124,27
34000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,8878503,178
35000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,2092454,42
36000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,19572319,391
37000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,10264876,205
38000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,756717,15
39000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,11655397,233
40000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,3932870,79
41000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,4129803,83
42000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,12791530,256
44000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,1057231,21
45000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,5020806,100
46000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,870638,17
47000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,6709356,134
48000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,28260856,565
49000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,3096848,62
50000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,624313,12
51000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,8454463,169
53000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,7404107,148
54000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,1817305,36
55000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,5790716,116
56000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-14,581024,12
01000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,4876250,98
02000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,737068,15
04000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,7050299,141
05000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,2999370,60
06000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,39283497,786
08000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,5610349,112
09000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,3575074,72
10000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,957248,19
11000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,692683,14
12000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,20901636,418
13000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,10403847,208
15000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,1422094,28
16000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,1717750,34
17000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,12770631,255
18000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,6665703,133
19000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,3139508,63
20000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,2910652,58
21000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,4449052,89
22000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,4664362,93
23000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,1335492,27
24000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,6018848,120
25000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,6850553,137
26000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,9965265,199
27000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,5563378,111
28000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,2984418,60
29000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,6104910,122
30000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,1050649,21
31000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,1914571,38
32000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,2972382,59
33000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,1348124,27
34000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,8878503,178
35000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,2092454,42
36000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,19572319,391
37000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,10264876,205
38000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,756717,15
39000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,11655397,233
40000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,3932870,79
41000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,4129803,83
42000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,12791530,256
44000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,1057231,21
45000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,5020806,100
46000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,870638,17
47000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,6709356,134
48000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,28260856,565
49000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,3096848,62
50000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,624313,12
51000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,8454463,169
53000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,7404107,148
54000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,1817305,36
55000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,5790716,116
56000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-15,581024,12
01000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,4876250,98
02000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,737068,15
04000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,7050299,141
05000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,2999370,60
06000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,39283497,786
08000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,5610349,112
09000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,3575074,72
10000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,957248,19
11000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,692683,14
12000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,20901636,418
13000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,10403847,208
15000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,1422094,28
16000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,1717750,34
17000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,12770631,255
18000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,6665703,133
19000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,3139508,63
20000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,2910652,58
21000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,4449052,89
22000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,4664362,93
23000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,1335492,27
24000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,6018848,120
25000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,6850553,137
26000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,9965265,199
27000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,5563378,111
28000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,2984418,60
29000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,6104910,122
30000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,1050649,21
31000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,1914571,38
32000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,2972382,59
33000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,1348124,27
34000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,8878503,178
35000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,2092454,42
36000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,19572319,391
37000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,10264876,205
38000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,756717,15
39000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,11655397,233
40000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,3932870,79
41000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,4129803,83
42000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,12791530,256
44000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,1057231,21
45000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,5020806,100
46000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,870638,17
47000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,6709356,134
48000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,28260856,565
49000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,3096848,62
50000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,624313,12
51000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,8454463,169
53000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,7404107,148
54000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,1817305,36
55000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,5790716,116
56000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-16,581024,12
01000,S,unvaccinated,AllFlu,age18to49,E,unvaccinated,AllFlu,age18to49,FALSE,2024-11-17,4876250,98
